17.50, 17.42, 16.39, 11.82
30.06, 34.11, 24.52, 19.08
54.17, 61.75, 21.36, 10.01
78.86, 79.81, 16.89, 9.59
65.18, 78.98, 9.12, 4.98
31.39, 54.36, 1.21, 0.97
